,S0,S1,S2,S3,S4,S5,S6
4754,0,0,0,2,3,5,1
4755,0,0,0,5,9,0,17
4756,0,0,0,0,5,10,62
4757,0,0,2,5,3,23,42
4758,0,0,0,1,11,5,13
4759,0,1,3,7,2,28,6
4760,0,1,3,7,3,24,40
4761,0,1,3,7,7,23,54
4762,0,0,1,3,14,6,23
4763,0,0,2,6,1,30,63
4764,0,0,2,3,4,16,63
4765,0,1,3,7,5,21,59
4766,0,0,0,0,9,5,2
4767,0,0,2,1,4,14,40
4768,0,0,0,1,4,26,11
4769,0,1,3,7,10,5,51
4770,0,1,3,7,10,2,15
4771,0,0,1,1,2,0,39
4772,0,1,3,7,6,1,30
4773,0,1,3,7,5,23,61
4774,0,1,3,7,15,20,46
4775,0,0,0,6,6,19,2
4776,0,0,0,1,0,19,36
4777,0,0,2,5,1,9,38
4778,0,0,2,6,11,22,44
4779,0,0,1,1,11,17,1
4780,0,0,2,6,10,26,32
4781,0,1,3,7,6,13,47
4782,0,0,0,4,5,10,6
4783,0,0,1,3,14,31,3
4784,0,0,1,0,15,31,9
4785,0,1,3,7,12,5,27
4786,0,1,3,7,1,23,53
4787,0,0,0,5,14,25,20
4788,0,0,2,2,6,17,17
4789,0,0,1,4,3,2,48
4790,0,1,3,7,13,10,34
4791,0,0,2,6,2,12,27
4792,0,0,2,4,13,5,46
4793,0,0,0,2,13,28,1
4794,0,0,0,0,8,31,39
4795,0,0,2,0,9,31,13
4796,0,1,3,7,14,20,51
4797,0,1,3,7,8,23,12
4798,0,0,2,0,7,3,45
4799,0,0,2,4,14,11,35
4800,0,0,0,2,2,11,5
4801,0,0,0,1,4,11,24
4802,0,0,2,3,14,21,17
4803,0,1,3,7,12,9,30
4804,0,1,3,7,12,12,17
4805,0,1,3,7,12,2,54
4806,0,1,3,7,11,12,31
4807,0,0,0,4,0,14,16
4808,0,0,1,4,11,24,11
4809,0,1,3,7,15,24,24
4810,0,0,1,1,0,28,35
4811,0,1,3,7,5,2,14
4812,0,0,1,5,12,30,25
4813,0,0,0,3,3,8,17
4814,0,1,3,7,7,23,42
4815,0,0,0,0,4,13,16
4816,0,1,3,7,0,8,53
4817,0,1,3,7,15,30,51
4818,0,1,3,7,12,27,9
4819,0,0,2,2,14,4,45
4820,0,1,3,7,1,12,41
4821,0,0,0,4,14,30,5
4822,0,1,3,7,1,12,63
4823,0,1,3,7,9,8,7
4824,0,1,3,7,10,23,38
4825,0,0,0,6,9,12,43
4826,0,0,1,4,8,26,0
4827,0,0,0,6,9,4,28
4828,0,1,3,7,5,31,38
4829,0,0,0,1,9,17,37
4830,0,1,3,7,12,23,58
4831,0,0,0,1,7,6,63
4832,0,1,3,7,0,17,45
4833,0,0,1,3,13,2,63
4834,0,0,2,3,4,11,54
4835,0,0,0,0,6,18,45
4836,0,0,1,2,1,13,55
4837,0,0,0,0,13,22,16
4838,0,0,0,2,11,12,36
4839,0,1,3,7,13,30,10
4840,0,1,3,7,10,17,17
4841,0,0,2,5,14,2,44
4842,0,0,0,1,12,12,27
4843,0,1,3,7,0,22,9
4844,0,0,1,1,3,8,7
4845,0,1,3,7,5,8,9
4846,0,1,3,7,9,10,61
4847,0,0,0,6,7,14,30
4848,0,1,3,7,14,7,49
4849,0,0,2,3,13,31,18
4850,0,0,2,1,11,16,26
4851,0,0,0,1,8,5,45
4852,0,0,0,1,8,31,5
4853,0,1,3,7,14,9,29
4854,0,0,0,3,3,25,32
4855,0,0,2,1,2,30,13
4856,0,0,2,6,3,17,54
4857,0,0,2,2,0,3,50
4858,0,0,0,1,5,13,5
4859,0,0,1,2,0,23,57
4860,0,0,2,1,11,0,58
4861,0,0,0,5,7,14,5
4862,0,0,0,0,5,1,55
4863,0,1,3,7,3,24,60
4864,0,0,0,3,12,29,10
4865,0,1,3,7,14,27,35
4866,0,0,0,1,7,16,56
4867,0,0,2,1,9,24,56
4868,0,1,3,7,15,13,29
4869,0,0,2,1,8,2,53
4870,0,0,0,6,14,2,31
4871,0,1,3,7,5,24,43
4872,0,0,2,1,1,4,7
4873,0,0,2,1,15,2,35
4874,0,0,1,2,4,10,51
4875,0,0,0,2,8,5,35
4876,0,0,0,2,4,7,55
4877,0,0,0,5,8,24,57
4878,0,1,3,7,13,8,62
4879,0,0,2,1,4,4,10
4880,0,1,3,7,8,26,38
4881,0,0,0,4,15,22,12
4882,0,0,1,2,0,20,21
4883,0,1,3,7,13,14,1
4884,0,0,2,0,6,15,25
4885,0,0,0,0,15,9,48
4886,0,0,2,2,13,24,63
4887,0,0,0,3,12,5,35
4888,0,1,3,7,12,26,13
4889,0,0,1,5,14,8,23
4890,0,0,1,6,7,10,17
4891,0,0,1,3,7,20,14
4892,0,0,0,5,8,22,59
4893,0,0,0,4,12,10,22
4894,0,1,3,7,11,16,37
4895,0,1,3,7,8,19,63
4896,0,0,0,4,14,29,48
4897,0,1,3,7,0,13,8
4898,0,0,1,0,6,20,28
4899,0,0,0,2,8,24,35
4900,0,1,3,7,12,18,57
4901,0,0,1,4,2,11,43
4902,0,0,2,6,5,23,3
4903,0,0,0,3,10,20,50
4904,0,0,0,0,12,8,56
4905,0,0,0,5,5,30,0
4906,0,0,2,4,11,0,62
4907,0,1,3,7,11,21,32
4908,0,0,2,1,11,17,11
4909,0,0,0,3,15,31,12
4910,0,0,0,5,15,2,23
4911,0,1,3,7,5,21,39
4912,0,1,3,7,8,20,21
4913,0,1,3,7,1,22,21
4914,0,0,1,0,5,17,62
4915,0,0,2,4,3,0,7
4916,0,1,3,7,3,23,38
4917,0,0,1,1,9,23,19
4918,0,0,1,2,10,4,42
4919,0,0,0,3,8,24,11
4920,0,0,2,6,4,20,4
4921,0,0,2,6,4,30,18
4922,0,0,0,1,1,1,31
4923,0,1,3,7,4,7,45
4924,0,0,1,4,5,29,59
4925,0,0,1,5,4,11,15
4926,0,1,3,7,12,13,38
4927,0,0,1,5,13,14,48
4928,0,0,2,5,10,10,36
4929,0,0,2,5,7,2,42
4930,0,0,2,5,7,2,20
4931,0,0,2,1,0,14,4
4932,0,0,2,2,6,13,14
4933,0,1,3,7,10,26,17
4934,0,0,1,0,15,25,23
4935,0,0,1,5,2,30,29
4936,0,0,0,4,14,19,12
4937,0,1,3,7,12,22,42
4938,0,0,1,2,15,14,21
4939,0,1,3,7,10,30,11
4940,0,0,0,4,1,16,3
4941,0,0,2,4,11,28,37
4942,0,0,0,5,0,8,15
4943,0,0,0,3,8,11,53
4944,0,1,3,7,10,24,16
4945,0,0,1,5,14,8,14
4946,0,0,0,3,0,8,11
4947,0,1,3,7,14,16,42
4948,0,1,3,7,12,9,38
4949,0,1,3,7,3,29,36
4950,0,0,2,0,0,13,31
4951,0,0,2,6,0,0,4
4952,0,0,2,6,14,24,5
4953,0,1,3,7,8,23,7
4954,0,0,1,4,7,14,43
4955,0,0,2,0,1,1,4
4956,0,1,3,7,15,5,54
4957,0,1,3,7,12,13,8
4958,0,1,3,7,9,0,11
4959,0,0,0,0,2,14,40
4960,0,0,0,1,4,24,39
4961,0,1,3,7,2,27,15
4962,0,0,2,2,13,31,29
4963,0,1,3,7,15,24,46
4964,0,0,2,3,7,9,50
4965,0,1,3,7,0,19,15
4966,0,0,1,2,14,11,8
4967,0,0,2,4,3,17,60
4968,0,0,1,0,14,5,9
4969,0,1,3,7,15,30,43
4970,0,0,0,6,10,0,28
4971,0,0,2,1,11,28,58
4972,0,0,1,4,3,9,57
4973,0,1,3,7,2,24,35
4974,0,0,2,2,6,21,34
4975,0,1,3,7,2,6,12
4976,0,1,3,7,8,20,14
4977,0,0,1,4,2,30,50
4978,0,0,1,4,2,31,47
4979,0,0,1,2,6,0,15
4980,0,0,0,1,9,14,35
4981,0,0,1,1,13,13,33
4982,0,0,1,2,15,25,33
4983,0,0,2,5,4,15,53
4984,0,1,3,7,0,13,17
4985,0,0,1,0,6,6,40
4986,0,1,3,7,0,16,49
4987,0,0,1,6,15,24,18
4988,0,0,0,5,10,10,20
4989,0,0,1,3,5,8,20
4990,0,1,3,7,0,13,20
4991,0,0,2,0,14,15,3
4992,0,0,1,5,2,18,52
4993,0,0,0,0,13,0,7
4994,0,0,2,1,12,12,60
4995,0,0,1,1,15,1,57
4996,0,0,0,6,13,6,60
4997,0,0,2,1,7,2,33
4998,0,0,2,1,15,10,36
4999,0,0,2,6,7,31,59
5000,0,0,0,5,6,29,17
5001,0,0,0,0,2,17,5
5002,0,1,3,7,9,12,45
5003,0,0,2,5,13,16,46
5004,0,0,2,2,0,0,57
5005,0,1,3,7,9,9,59
5006,0,0,0,3,0,9,39
5007,0,0,2,2,14,28,21
5008,0,1,3,7,0,2,55
5009,0,0,2,3,2,9,25
5010,0,0,2,6,14,12,12
5011,0,0,0,6,3,22,57
5012,0,0,1,0,11,24,52
5013,0,1,3,7,7,4,58
5014,0,0,1,0,13,9,46
5015,0,1,3,7,13,2,20
5016,0,0,0,3,12,17,32
5017,0,0,2,5,14,18,34
5018,0,1,3,7,14,22,61
5019,0,1,3,7,12,6,11
5020,0,0,1,5,0,31,0
5021,0,0,0,4,13,6,59
5022,0,0,1,1,3,18,16
5023,0,0,2,1,10,11,43
5024,0,1,3,7,5,3,5
5025,0,0,2,1,12,18,6
5026,0,0,1,5,0,17,17
5027,0,0,0,2,2,10,45
5028,0,1,3,7,11,1,26
5029,0,1,3,7,8,20,20
5030,0,1,3,7,6,24,21
5031,0,1,3,7,14,7,25
5032,0,0,2,1,11,7,47
5033,0,0,1,1,7,2,49
5034,0,1,3,7,15,21,11
5035,0,0,1,1,0,22,17
5036,0,0,2,1,8,8,47
5037,0,0,1,5,12,2,7
5038,0,0,2,0,7,11,56
5039,0,0,1,6,8,25,60
5040,0,1,3,7,3,15,0
5041,0,1,3,7,12,4,29
5042,0,0,1,5,2,9,8
5043,0,0,1,4,2,20,6
5044,0,0,0,3,4,3,20
5045,0,0,2,5,13,22,2
5046,0,1,3,7,6,30,27
5047,0,1,3,7,4,5,8
5048,0,0,2,6,3,12,52
5049,0,0,1,3,0,3,30
5050,0,0,1,6,4,11,38
5051,0,1,3,7,7,6,49
5052,0,0,1,2,6,9,61
5053,0,0,0,6,2,14,57
5054,0,0,2,3,1,29,24
5055,0,0,2,4,2,23,3
5056,0,0,0,1,15,27,41
5057,0,0,0,0,7,26,2
5058,0,1,3,7,3,27,61
5059,0,0,2,3,7,7,20
5060,0,0,0,2,15,20,62
5061,0,0,1,3,6,16,56
5062,0,0,0,4,2,30,51
5063,0,0,0,4,3,26,56
5064,0,1,3,7,4,14,3
5065,0,0,2,3,1,1,2
5066,0,1,3,7,0,10,59
5067,0,1,3,7,15,14,7
5068,0,0,0,1,1,20,4
5069,0,1,3,7,8,17,49
5070,0,0,2,3,7,25,17
5071,0,0,1,2,3,19,10
5072,0,1,3,7,9,8,5
5073,0,0,2,5,11,28,54
5074,0,1,3,7,4,2,48
5075,0,1,3,7,14,17,59
5076,0,1,3,7,2,10,27
5077,0,0,2,5,10,4,21
5078,0,1,3,7,1,19,51
5079,0,1,3,7,4,26,43
5080,0,0,0,5,9,5,0
5081,0,0,1,0,10,10,14
5082,0,0,0,2,11,22,34
5083,0,1,3,7,9,20,28
5084,0,1,3,7,1,2,63
5085,0,0,1,1,2,22,37
5086,0,1,3,7,5,17,50
5087,0,1,3,7,0,14,52
5088,0,1,3,7,10,7,41
5089,0,0,2,6,11,31,57
5090,0,0,2,5,12,8,42
5091,0,0,0,5,3,9,8
5092,0,1,3,7,10,18,49
5093,0,0,1,5,12,31,45
5094,0,0,0,0,5,23,59
5095,0,1,3,7,2,28,29
5096,0,0,0,1,7,16,13
5097,0,1,3,7,13,6,30
5098,0,0,0,4,1,28,44
5099,0,1,3,7,0,26,30
5100,0,1,3,7,1,23,6
5101,0,0,1,5,13,9,50
5102,0,0,1,0,14,19,14
5103,0,1,3,7,8,8,36
5104,0,0,0,4,7,23,22
5105,0,0,0,2,4,6,0
5106,0,1,3,7,7,27,18
5107,0,0,0,3,7,8,16
5108,0,0,0,1,4,4,56
5109,0,0,1,6,15,13,61
5110,0,0,1,1,11,23,52
5111,0,1,3,7,0,21,57
5112,0,0,2,4,4,7,26
5113,0,0,1,1,9,5,56
5114,0,0,1,0,2,22,18
5115,0,1,3,7,13,3,46
5116,0,0,0,5,9,14,60
5117,0,0,1,1,1,19,34
5118,0,0,1,6,12,3,16
5119,0,1,3,7,7,23,15
5120,0,1,3,7,11,11,40
5121,0,1,3,7,15,9,7
5122,0,1,3,7,15,4,43
5123,0,1,3,7,6,9,28
5124,0,1,3,7,8,23,6
5125,0,0,0,0,12,10,26
5126,0,0,2,1,15,31,48
5127,0,0,1,1,7,15,30
5128,0,1,3,7,5,7,11
5129,0,0,1,6,10,15,14
5130,0,0,2,3,14,6,14
5131,0,0,2,5,5,9,12
5132,0,0,0,4,11,19,27
5133,0,0,2,5,8,8,27
5134,0,0,0,0,3,3,23
5135,0,0,0,6,15,15,19
5136,0,1,3,7,3,24,37
5137,0,0,1,6,5,9,19
5138,0,0,0,4,5,4,56
5139,0,0,2,3,12,19,41
5140,0,1,3,7,4,23,41
5141,0,0,2,2,4,26,52
5142,0,1,3,7,13,5,3
5143,0,0,2,0,13,2,9
5144,0,0,2,0,7,31,6
5145,0,1,3,7,4,3,23
5146,0,0,1,4,6,20,52
5147,0,1,3,7,15,21,22
5148,0,1,3,7,7,26,33
5149,0,0,2,6,4,8,48
5150,0,1,3,7,13,15,37
5151,0,0,1,3,4,19,5
5152,0,0,2,5,13,12,12
5153,0,0,2,1,6,22,16
5154,0,1,3,7,8,23,18
5155,0,0,1,5,7,22,0
5156,0,0,0,1,10,6,11
5157,0,1,3,7,10,28,43
5158,0,1,3,7,0,16,30
5159,0,0,1,3,3,2,2
5160,0,1,3,7,15,7,40
5161,0,1,3,7,6,4,34
5162,0,0,1,4,15,25,12
5163,0,0,2,0,15,16,62
5164,0,1,3,7,0,14,59
5165,0,0,1,6,7,3,18
5166,0,0,1,5,13,21,55
5167,0,0,2,5,12,25,44
5168,0,0,2,6,5,9,13
5169,0,0,1,2,2,25,45
5170,0,0,0,6,11,7,48
5171,0,0,0,5,2,0,46
5172,0,0,0,2,9,27,55
5173,0,1,3,7,11,2,29
5174,0,0,0,1,6,29,51
5175,0,0,1,6,8,30,10
5176,0,1,3,7,14,18,13
5177,0,0,1,5,10,2,2
5178,0,0,1,4,15,7,53
5179,0,0,0,5,2,19,56
5180,0,0,0,4,8,28,60
5181,0,0,0,2,13,12,13
5182,0,1,3,7,7,0,7
5183,0,0,0,4,6,17,19
5184,0,0,1,4,5,29,46
5185,0,0,0,0,6,17,49
5186,0,0,2,0,0,15,0
5187,0,1,3,7,4,7,19
5188,0,0,1,3,0,12,3
5189,0,0,2,6,2,4,45
5190,0,0,0,5,10,3,59
5191,0,0,0,3,0,15,6
5192,0,1,3,7,5,20,6
5193,0,0,2,4,14,22,33
5194,0,0,1,0,1,30,23
5195,0,1,3,7,15,7,4
5196,0,0,0,2,13,19,58
5197,0,1,3,7,2,25,63
5198,0,0,1,1,10,4,37
5199,0,0,2,0,3,13,27
5200,0,1,3,7,7,20,45
5201,0,0,0,1,7,1,8
5202,0,0,2,2,3,0,21
5203,0,0,2,2,1,6,28
5204,0,0,0,4,4,6,61
5205,0,1,3,7,6,18,15
5206,0,0,1,2,8,2,33
5207,0,1,3,7,12,31,36
5208,0,0,2,1,7,21,21
5209,0,1,3,7,4,19,40
5210,0,0,2,1,2,3,16
5211,0,0,1,5,1,29,59
5212,0,0,0,0,14,10,31
5213,0,0,2,2,3,24,58
5214,0,1,3,7,0,22,15
5215,0,1,3,7,10,24,52
5216,0,0,1,1,4,18,28
5217,0,0,0,6,11,28,57
5218,0,1,3,7,9,12,28
5219,0,1,3,7,13,7,40
5220,0,1,3,7,3,5,49
5221,0,0,0,0,4,28,37
5222,0,0,2,2,2,14,28
5223,0,0,0,4,15,29,20
5224,0,1,3,7,5,24,35
5225,0,1,3,7,9,16,35
5226,0,0,0,6,7,25,23
5227,0,1,3,7,6,7,2
5228,0,0,2,0,7,19,13
5229,0,0,2,0,9,10,0
5230,0,0,1,2,4,4,45
5231,0,0,1,4,3,4,13
5232,0,0,1,2,2,7,22
5233,0,1,3,7,8,31,35
5234,0,0,0,0,15,0,13
5235,0,0,0,5,5,10,45
5236,0,0,1,5,15,4,52
5237,0,0,1,0,15,28,53
5238,0,0,2,6,11,27,35
5239,0,0,1,5,13,8,18
5240,0,0,2,0,1,20,38
5241,0,0,1,0,8,21,3
5242,0,0,1,4,2,6,14
5243,0,0,0,5,11,4,30
5244,0,0,2,2,15,13,42
5245,0,0,1,1,11,2,13
5246,0,0,2,6,14,2,13
5247,0,0,0,1,11,29,61
5248,0,1,3,7,15,14,11
5249,0,1,3,7,0,7,6
5250,0,0,1,2,10,6,12
5251,0,1,3,7,9,13,22
5252,0,1,3,7,4,27,45
5253,0,0,0,0,10,3,57
5254,0,0,2,1,0,26,22
5255,0,0,0,3,15,15,5
5256,0,1,3,7,3,19,56
5257,0,1,3,7,15,29,25
5258,0,0,2,2,10,3,5
5259,0,0,2,6,14,24,55
5260,0,0,0,0,8,24,24
5261,0,0,1,1,5,4,61
5262,0,1,3,7,3,12,40
5263,0,0,0,0,14,17,5
5264,0,0,1,4,12,1,23
5265,0,1,3,7,5,17,59
5266,0,1,3,7,15,28,23
5267,0,1,3,7,7,7,60
5268,0,0,1,2,3,9,57
5269,0,0,0,6,2,1,44
5270,0,0,1,3,2,29,23
5271,0,0,1,2,14,26,34
5272,0,0,0,0,12,17,0
5273,0,1,3,7,15,31,7
5274,0,1,3,7,3,0,9
5275,0,0,0,1,9,9,19
5276,0,1,3,7,14,28,22
5277,0,1,3,7,4,31,22
5278,0,0,1,2,8,21,44
5279,0,0,2,2,9,2,60
5280,0,0,1,5,2,10,18
5281,0,0,0,3,1,6,22
5282,0,1,3,7,8,28,40
5283,0,0,2,4,9,21,9
5284,0,0,1,4,10,2,44
5285,0,0,2,2,6,2,17
5286,0,0,1,4,8,13,4
5287,0,1,3,7,4,18,49
5288,0,0,1,1,13,15,39
5289,0,0,1,3,1,11,57
5290,0,1,3,7,11,8,42
5291,0,1,3,7,5,25,57
5292,0,0,2,5,12,27,8
5293,0,0,1,3,9,26,29
5294,0,0,1,1,14,3,8
5295,0,0,2,5,9,25,54
5296,0,1,3,7,12,24,36
5297,0,0,1,1,5,9,6
5298,0,0,0,3,6,25,63
5299,0,0,2,0,9,20,30
5300,0,1,3,7,1,6,19
5301,0,0,0,2,13,25,43
5302,0,1,3,7,12,2,14
5303,0,0,1,5,1,12,13
5304,0,1,3,7,15,22,35
5305,0,1,3,7,13,31,13
5306,0,0,1,4,11,13,27
5307,0,0,0,6,5,9,37
5308,0,1,3,7,4,6,4
5309,0,1,3,7,9,16,11
5310,0,0,0,3,10,2,1
5311,0,0,2,0,14,15,26
5312,0,0,0,1,10,3,37
5313,0,0,0,5,12,23,4
5314,0,0,2,5,13,23,56
5315,0,0,1,6,11,1,14
5316,0,0,1,6,6,27,0
5317,0,1,3,7,13,31,24
5318,0,0,1,1,0,25,8
5319,0,1,3,7,15,8,1
5320,0,1,3,7,12,25,36
5321,0,0,2,3,4,9,51
5322,0,1,3,7,10,12,41
5323,0,0,2,6,15,3,56
5324,0,0,1,5,2,0,1
5325,0,1,3,7,8,17,57
5326,0,0,2,0,9,28,17
5327,0,0,2,1,13,31,20
5328,0,0,2,6,13,21,2
5329,0,1,3,7,10,23,29
5330,0,0,2,5,6,20,24
5331,0,0,0,1,7,24,49
5332,0,0,2,0,6,26,55
5333,0,0,1,1,2,4,36
5334,0,0,0,4,12,8,26
5335,0,0,0,0,2,2,5
5336,0,0,1,4,12,25,43
5337,0,1,3,7,1,15,58
5338,0,0,0,3,5,13,42
5339,0,1,3,7,7,3,16
5340,0,0,2,6,7,13,62
5341,0,0,0,3,11,21,17
5342,0,0,2,6,9,6,23
5343,0,0,2,2,10,18,35
5344,0,0,2,4,7,23,21
5345,0,0,0,0,3,25,50
5346,0,0,0,0,12,13,37
5347,0,0,0,3,0,21,15
5348,0,0,0,3,15,4,26
5349,0,1,3,7,8,1,2
5350,0,0,0,1,15,1,35
5351,0,0,2,2,0,13,21
5352,0,0,1,4,1,4,40
5353,0,1,3,7,6,31,50
5354,0,1,3,7,3,1,36
5355,0,0,1,2,1,3,55
5356,0,0,1,3,10,9,5
5357,0,0,0,3,14,1,62
5358,0,1,3,7,9,15,29
5359,0,0,0,6,7,21,54
5360,0,1,3,7,13,8,21
5361,0,1,3,7,3,18,13
5362,0,0,1,5,15,3,26
5363,0,1,3,7,4,16,10
5364,0,1,3,7,4,28,25
5365,0,0,1,4,1,2,26
5366,0,0,0,3,11,8,63
5367,0,0,0,4,8,29,28
5368,0,0,2,4,3,2,54
5369,0,0,2,2,14,24,52
5370,0,0,0,5,7,26,48
5371,0,0,0,4,8,13,52
5372,0,1,3,7,12,27,44
5373,0,0,2,4,8,13,19
5374,0,0,1,5,10,2,5
5375,0,0,2,5,1,7,1
5376,0,0,1,3,8,27,1
5377,0,1,3,7,8,28,61
5378,0,0,2,3,15,3,54
5379,0,0,2,4,5,21,18
5380,0,0,2,0,7,25,28
5381,0,0,1,4,2,9,24
5382,0,0,0,0,8,31,6
5383,0,1,3,7,0,28,35
5384,0,0,1,0,1,20,58
5385,0,1,3,7,5,26,54
5386,0,0,0,0,14,6,50
5387,0,0,0,2,15,16,61
5388,0,1,3,7,14,12,17
5389,0,1,3,7,10,12,36
5390,0,1,3,7,11,23,61
5391,0,0,1,5,7,5,35
5392,0,1,3,7,5,4,9
5393,0,0,1,0,9,25,25
5394,0,0,0,6,7,19,0
5395,0,1,3,7,9,13,38
5396,0,0,1,1,1,15,32
5397,0,0,2,0,6,18,54
5398,0,0,2,5,10,2,53
5399,0,1,3,7,1,6,50
5400,0,0,1,1,0,15,19
5401,0,0,2,1,6,11,31
5402,0,1,3,7,5,2,8
5403,0,0,2,4,2,25,49
5404,0,0,0,5,2,10,3
5405,0,1,3,7,5,15,31
5406,0,0,0,5,14,3,29
5407,0,0,1,6,12,13,17
5408,0,0,2,3,7,0,4
5409,0,1,3,7,13,3,44
5410,0,0,1,5,6,14,52
5411,0,0,2,1,10,3,56
5412,0,1,3,7,4,16,19
5413,0,0,1,6,5,7,1
5414,0,0,1,5,11,2,41
5415,0,1,3,7,14,15,60
5416,0,0,0,2,0,6,24
5417,0,0,1,4,9,9,20
5418,0,0,2,1,1,21,32
5419,0,0,1,4,10,2,31
5420,0,1,3,7,5,7,3
5421,0,0,1,1,11,6,38
5422,0,1,3,7,1,4,21
5423,0,1,3,7,10,10,50
5424,0,0,0,5,3,3,0
5425,0,1,3,7,12,28,34
5426,0,0,2,2,14,20,42
5427,0,0,1,4,7,25,4
5428,0,1,3,7,8,15,59
5429,0,0,1,4,2,28,55
5430,0,1,3,7,4,27,35
5431,0,1,3,7,1,12,46
5432,0,1,3,7,13,5,12
5433,0,0,2,2,6,23,33
5434,0,0,2,4,0,18,45
5435,0,1,3,7,8,9,57
5436,0,0,2,6,15,26,38
5437,0,1,3,7,0,26,21
5438,0,0,2,1,5,2,53
5439,0,0,2,0,12,22,11
5440,0,0,2,0,11,11,47
5441,0,0,2,1,0,30,9
5442,0,0,1,6,15,27,59
5443,0,0,1,6,6,12,21
5444,0,0,2,5,7,2,44
5445,0,0,0,0,9,30,26
5446,0,1,3,7,14,0,43
5447,0,0,0,3,13,8,22
5448,0,0,0,2,4,26,39
5449,0,0,0,0,9,4,58
5450,0,1,3,7,1,25,4
5451,0,0,0,0,10,5,31
5452,0,0,0,3,1,6,21
5453,0,1,3,7,6,17,49
5454,0,1,3,7,14,1,36
5455,0,0,1,3,5,2,19
5456,0,0,1,3,14,28,60
5457,0,0,0,0,3,5,53
5458,0,0,0,5,7,12,54
5459,0,0,2,3,15,22,55
5460,0,1,3,7,6,24,7
5461,0,0,2,2,11,24,46
5462,0,0,1,6,14,23,21
5463,0,0,2,3,6,20,0
5464,0,0,2,1,7,0,47
5465,0,0,0,4,14,18,4
5466,0,0,2,6,9,5,10
5467,0,1,3,7,5,0,60
5468,0,0,0,4,3,2,35
5469,0,1,3,7,6,10,44
5470,0,1,3,7,13,15,51
5471,0,1,3,7,11,17,17
5472,0,0,0,3,5,20,56
5473,0,0,0,5,7,31,62
5474,0,1,3,7,9,4,37
5475,0,0,2,4,6,31,11
5476,0,0,0,6,12,29,59
5477,0,1,3,7,4,3,22
5478,0,1,3,7,9,22,49
5479,0,1,3,7,10,17,20
5480,0,1,3,7,15,8,63
5481,0,0,2,6,12,2,28
5482,0,0,0,1,11,8,61
5483,0,0,2,2,1,26,60
5484,0,0,1,0,15,9,47
5485,0,0,1,4,6,21,30
5486,0,0,0,0,4,22,33
5487,0,0,2,6,2,10,3
5488,0,0,2,2,14,26,62
5489,0,1,3,7,5,2,52
5490,0,0,2,2,4,27,45
5491,0,0,2,1,6,20,62
5492,0,0,1,2,14,8,26
5493,0,0,0,1,5,23,27
5494,0,0,2,3,14,13,25
5495,0,1,3,7,5,21,32
5496,0,0,2,5,15,12,55
5497,0,0,0,6,8,0,41
5498,0,0,0,4,10,27,10
5499,0,0,0,0,7,27,6
5500,0,1,3,7,12,22,23
5501,0,0,0,1,6,16,49
5502,0,0,1,1,12,12,57
5503,0,0,2,2,10,21,15
5504,0,1,3,7,15,17,34
5505,0,0,1,6,9,19,57
5506,0,0,1,2,6,15,26
5507,0,0,2,3,0,10,27
5508,0,0,0,2,12,12,39
5509,0,1,3,7,13,27,51
5510,0,0,2,2,12,18,55
5511,0,0,1,0,12,5,18
5512,0,0,0,3,11,8,14
5513,0,1,3,7,2,31,1
5514,0,0,0,1,10,31,56
5515,0,1,3,7,12,5,22
5516,0,1,3,7,1,31,12
5517,0,0,2,2,14,26,6
5518,0,0,1,6,10,9,16
5519,0,0,0,0,1,7,31
5520,0,0,1,5,14,26,60
5521,0,0,1,1,9,31,21
5522,0,0,0,6,12,18,57
5523,0,0,1,4,4,13,9
5524,0,0,1,1,13,6,15
5525,0,0,0,0,6,10,30
5526,0,1,3,7,7,22,56
5527,0,1,3,7,13,16,42
5528,0,0,2,6,9,9,47
5529,0,1,3,7,12,22,46
5530,0,1,3,7,5,17,47
5531,0,0,1,3,4,27,11
5532,0,0,1,5,5,24,43
5533,0,0,2,2,7,24,41
5534,0,0,0,0,9,13,9
5535,0,0,2,0,10,9,12
5536,0,0,1,3,15,26,36
5537,0,1,3,7,2,21,30
5538,0,1,3,7,5,10,40
5539,0,0,0,4,10,7,24
5540,0,0,2,2,7,18,20
5541,0,0,2,5,9,7,16
5542,0,1,3,7,10,24,12
5543,0,0,1,5,12,26,51
5544,0,0,2,5,2,4,18
5545,0,1,3,7,6,19,5
5546,0,1,3,7,1,5,45
5547,0,1,3,7,13,1,61
5548,0,0,0,0,6,9,32
5549,0,0,2,3,3,22,21
5550,0,1,3,7,14,28,5
5551,0,0,1,0,15,17,47
5552,0,1,3,7,10,30,29
5553,0,0,1,3,5,1,31
5554,0,0,2,3,2,25,61
5555,0,1,3,7,5,23,29
5556,0,0,2,3,1,22,10
5557,0,0,1,1,13,18,52
5558,0,1,3,7,10,5,7
5559,0,0,1,0,3,6,18
5560,0,0,2,5,2,6,40
5561,0,0,1,4,2,11,1
5562,0,0,2,6,11,28,34
5563,0,0,1,0,6,24,13
5564,0,0,2,4,4,29,41
5565,0,0,0,1,6,25,8
5566,0,0,1,3,9,25,32
5567,0,1,3,7,8,9,16
5568,0,0,0,4,12,23,17
5569,0,0,0,3,6,30,10
5570,0,0,1,5,3,22,62
5571,0,0,2,2,6,8,9
5572,0,0,0,1,1,6,9
5573,0,1,3,7,10,15,42
5574,0,0,1,4,8,19,61
5575,0,0,1,3,13,4,53
